,acc.date,type,reg,operator,fat,location,dmg
714,9 Mar 2019,Douglas DC-3,HK-2494,LASER Aéreo Colombia,14,"Finca La Bendición, San Martín",w/o
715,10 Mar 2019,Boeing 737-832 (WL),N3756,Delta Air Lines,0,"Atlanta Hartsfield-Jackson International Airport, GA (ATL/KATL)",sub
716,10 Mar 2019,Bombardier CRJ-900LR,N569NN,"PSA Airlines, opf American Eagle",0,"Charlotte-Douglas International Airport, NC (CLT/KCLT)",sub
717,10 Mar 2019,Bombardier CL-600-2C10 Regional Jet CRJ-702ER,N530EA,"PSA Airlines, opf American Eagle",0,"Charlotte-Douglas International Airport, NC (CLT/KCLT)",sub
718,10 Mar 2019,Hawker Siddeley HS-125-600A,fake reg.,private,1,"near San Pedro Peralta, Chetumal, Quintana Roo",w/o
719,10 Mar 2019,Boeing 737 MAX 8,ET-AVJ,Ethiopian Airlines,157,50 km ESE of Addis Ababa-Bole Airport (ADD),w/o
720,11 Mar 2019,de Havilland Canada CC-138 Twin Otter (DHC-6),13803,Royal Canadian Air Force - RCAF,0,"140 km N Inuvik, NT",sub
721,12 Mar 2019,Beechcraft A100 King Air,N945WS,Golden Wings Aviation Inc.,0,"Latrobe-Westmoreland County Airport, PA (LBE)",sub
722,14 Mar 2019,Cessna 650 Citation III,N220CM,RP Sales and Leasing Inc.,0,"Orlando Sanford International Airport, FL (SFB)",sub
723,18 Mar 2019,IAI 1124 Westwind,N4MH,Sundance Airport FBO LLC,2,"Oklahoma City-Sundance Airport, OK (HSD)",w/o
724,18 Mar 2019,Bombardier BD-100-1A10 Challenger 300,9M-TST,Berjaya Air,0+1,Kuala Lumpur-Sultan Abdul Aziz Shah Airport (SZB),sub
725,19 Mar 2019,Fokker 100,EP-IDG,Iran Air,0,Tehran-Mehrabad Airport (THR/OIII),sub
726,21 Mar 2019,ATR 72-500 (72-212A),TR-ABS,Afrijet,0,São Tomé Island Airport (TMS/FPST),sub
727,22 Mar 2019,Rockwell Sabreliner 60,N990PA,private,0,ca 14 km E of Bajamar,w/o
728,23 Mar 2019,Airbus A320-232,HA-LPL,Wizz Air,0,Bristol Airport (BRS/EGGD),min
729,23 Mar 2019,Beechcraft B200 Super King Air,A2-MBM,Major Blue Air,1,Matsieng Aerodrome,w/o
730,27 Mar 2019,Boeing 737-7H4 (WL),N249WN,Southwest Airlines,0,"near Nashville International Airport, TN (BNA)",sub
731,27 Mar 2019,Antonov An-2,CU-A1825,Empresa Nacional de Servicios Aéreos-ENSA,0,Alonso de Rojas,sub
732,3 Apr 2019,Airbus A320-214,G-EZWC,easyJet,0,Belfast International Airport (BFS/EGAA),min
733,4 Apr 2019,McDonnell Douglas MD-88,N977DL,Delta Air Lines,0,"Atlanta Hartsfield-Jackson International Airport, GA (ATL/KATL)",sub
734,4 Apr 2019,de Havilland Canada DHC-8-402Q Dash 8,OE-LGM,Austrian Airlines,0,Innsbruck-Kranebitten Airport (INN),sub
735,8 Apr 2019,British Aerospace 4100 Jetstream 41,HI1038,Sky High Aviation Services,0,Dominica Douglas-Charles Airport (DOM),sub
736,10 Apr 2019,Airbus A321-231 (WL),N114NN,American Airlines,0,"New York-John F. Kennedy International Airport, NY (JFK)",sub
737,11 Apr 2019,Boeing 737-924ER (WL),N31412,United Airlines,0,"Fort Myers, FL",non
738,13 Apr 2019,Rockwell Sabreliner 65,N265DS,Classic Aviation,3,"near New Albany, MS",w/o
739,14 Apr 2019,Let L-410UVP-E20,9N-AMH,Summit Air,1+2,Lukla-Tenzing-Hillary Airport (LUA),w/o
740,16 Apr 2019,Bombardier BD-700-1A11 Global 5000,14+01,Luftwaffe,0,Berlin-Schönefeld Airport (SXF/EDDB),sub
741,16 Apr 2019,Pilatus Britten-Norman BN-2B-27 Islander,CC-CYR,Archipiélagos Servicios Aéreos,6,"0,4 km W of Puerto Montt-Marcel Marchant Airport (SCPF)",w/o
742,22 Apr 2019,Airbus A320-232 (WL),HS-TXK,Thai Smile,0,"Sung Noen District, Nakhon Ratchasima Province",non
743,22 Apr 2019,Antonov An-26,EY-322,Asia Airways,0,64 km from Khartoum,sub
744,23 Apr 2019,Cessna 208 Caravan I,N366TA,private,0,"Dry Tortugas National Park, FL",sub
745,24 Apr 2019,Beechcraft B200 Super King Air,C-FRMV,Keewatin Air,0,"Gillam Airport, MB (YGX)",sub
746,24 Apr 2019,Cessna 551 Citation II/SP,D-IADV,private,0,Siegen-Siegerland Airport (SGE/EDGS),sub
747,30 Apr 2019,Boeing 737-33A (WL),G-GDFB,Jet2,0,East Midlands Airport (EMA),sub
748,30 Apr 2019,Boeing 737-73S (WL),EI-SEV,Ryanair,0,East Midlands Airport (EMA/EGNX),sub
749,2 May 2019,Boeing 737-8GJ (WL),HL8021,T'way Air,0,115km north of Tokyo/Narita International Airport (NRT/RJAA),non
750,3 May 2019,Douglas C-47A-25-DK (DC-3C),C-GJKM,Buffalo Airways,0,"6,5 km SE of Hay River Airport, NT (YHY)",sub
751,3 May 2019,Boeing 737-81Q (WL),N732MA,Miami Air International,0,"Jacksonville Naval Air Station, FL (NIP)",sub
752,4 May 2019,Antonov An-2R,RA-01443,Voskhod LLC,0,"Vyun, Tomponsky region",sub
753,4 May 2019,Learjet 45,C-GMCP,Skyservice Business Aviation,0,Edinburgh-Turnhouse Airport (EDI/EGPH),unk
754,5 May 2019,Canadair CL-600-2B16 Challenger 601-3A,N601VH,Compañia de Aviación y Logística Empresarial,13,257 km NW of Monclova,w/o
755,5 May 2019,Sukhoi Superjet 100-95B,RA-89098,Aeroflot Russian International Airlines,41,Moskva-Sheremetyevo Airport (SVO),w/o
756,7 May 2019,Antonov An-2R,YV2354,private,0,13 km from Uriman Airport (URM),w/o
757,7 May 2019,de Havilland Canada DHC-6 Twin Otter 300,C-GNDO,Air Inuit,0,"57 km NNE of Kuujjuarapik Airport, QC (YGW)",sub
758,8 May 2019,de Havilland Canada DHC-8-402Q Dash 8,S2-AGQ,Biman Bangladesh Airlines,0,Yangon-Mingaladon Airport (RGN/VYYY),w/o
759,10 May 2019,de Havilland Canada DHC-8-311 Dash 8,C-FJXZ,"Air Canada Express, opb Jazz Aviation",0,"Toronto–Lester B. Pearson International Airport, Ontario (YYZ)",sub
760,11 May 2019,Cessna 208B Supervan 900,C-FCPM,Parachutisme Nouvel Air,0,"Saint-Esprit Aerodrome, QC",sub
761,12 May 2019,Embraer ERJ-190LR,XY-AGQ,Myanmar National Airlines,0,Mandalay International Airport (MDL),min
762,13 May 2019,Boeing 737-9B5,HL7726,Korean Air,0,30NM W of Incheon International Airport,non
763,13 May 2019,de Havilland Canada DHC-3T Vazar Turbine Otter,N959PA,Taquan Air,1+5,"15 km NE of Ketchikan, AK",sub
764,18 May 2019,Gulfstream American G-1159 Gulfstream II SP,unreg.,private,0,"Chico de Chamorro, Retalhuleu",w/o
765,22 May 2019,Cessna S550 Citation S/II,N311G,private,2,"near Indianapolis Regional Airport, IN (KMQJ)",w/o
766,22 May 2019,Antonov An-2R,RA-68161,private,0,Zhuravskoye,w/o
767,24 May 2019,Cessna 560 Citation Encore,N832R,Jet Sales LLC,1,"500 km E off Fort Lauderdale, Florida, USA",w/o
768,25 May 2019,Boeing 737-8H4 (WL),N8697C,Southwest Airlines,0,"Waycross, Georgia",non
769,25 May 2019,Airbus A320-214 (WL),PK-LZJ,Batik Air,0,Makassar-Sultan Hasanuddin International Airport (WAAA),non
770,28 May 2019,Airbus A320-232,N507JT,Jetblue Airways,0,"Fort Lauderdale, Florida",non
771,29 May 2019,Antonov An-124-100,5A-DKN,Libyan Air Cargo,0,Tripoli International Airport (TIP),w/o
772,3 Jun 2019,Antonov An-32,K2752,Indian Air Force - IAF,13,16 km N of Lipo,w/o
773,7 Jun 2019,Antonov An-2T,UR-KAU,TSO Ukrayiny,0,"Svyatoshyns'kyi District, Kiev",sub
774,9 Jun 2019,Boeing 737-924ER (WL),N75436,United Airlines,0,"Denver International Airport, CO (DEN/KDEN)",sub
775,9 Jun 2019,Antonov An-2R,RA-81519,Feniks,0,"50 km NE of Kyren, Tunkinsky District",sub
776,11 Jun 2019,CASA C-212 Aviocar 200,N603AR,EP Aviation,0,Kiunga Airport (KIU),sub
777,13 Jun 2019,Beechcraft B200 Super King Air,,Unknown,0,"Río Chixoy, La Máquina",w/o
778,15 Jun 2019,ATR 42-320,PR-MPN,MAP Linhas Aéreas,0,"Manaus-Eduardo Gomes International Airport, AM (MAO)",sub
779,15 Jun 2019,Boeing 757-224 (WL),N26123,United Airlines,0,"Newark-Liberty International Airport, NJ (EWR)",sub
780,17 Jun 2019,Boeing 737-8H4 (WL),N8608N,Southwest Airlines,0,"Pittsburgh-Greater Pittsburgh International Airport, PA (PIT)",sub
781,17 Jun 2019,Cessna 680 Citation Sovereign,LV-CIQ,Banco Macro,0,"Joaquín V. González-Agropecuaria Río Juramento Airstrip, SA",sub
782,18 Jun 2019,Airbus A330-243,B-LHA,Hong Kong Airlines,0,"Nansha District, Guangzhou, Guangdong Province",non
783,20 Jun 2019,Antonov An-2R,UP-A0116,Navigator,1,"10 km from Rodina village, Tselinograd district",w/o
784,21 Jun 2019,Basler BT-67 Turbo 67 (DC-3T),C-FKGL,North Star Air,0,"off Fort Hope Airport, ON (YFH)",sub
785,23 Jun 2019,Antonov An-2R,UR-43983,Phoenix Air LLC,0,"near Mlyny, Poltava region",w/o
786,24 Jun 2019,Hawker Siddeley HS-125-400,,Unknown,0,"Parque Nacional Laguna del Tigre, Petén",w/o
787,26 Jun 2019,Rockwell Sabreliner 65,N65HH,Yankee Dawdle LLC,0,"Sacramento-McClellan Airfield, CA (MCC)",min
788,27 Jun 2019,Cessna 560 Citation V,N318RW,Mueller Aero Inc,0,"Janesville, Wisconsin",min
789,27 Jun 2019,British Aerospace 3212 Jetstream 31,YV2536,Transmandu,0,Canaima Airport (CAJ),w/o
790,27 Jun 2019,Antonov An-24RV,RA-47366,Angara Airlines,2,Nizhneangarsk Airport (UIUN),w/o
791,28 Jun 2019,Saab 340A,C6-VIP,Western Air,0,Nassau-Lynden Pindling International Airport (NAS),sub
792,29 Jun 2019,Cessna 208B Supervan 900,N80JF,ISR Aviation LLC,0,"Plant City-Blackwater Creek Ultralight Flightpark, FL",sub
793,30 Jun 2019,Dassault Falcon 900B,N908CA,Warren Transportation LLC,0,"Dallas-Addison Airport, TX (ADS/KADS)",w/o
794,30 Jun 2019,Antonov An-2T,RF-00105,"DOSAAF, Gvardeysky ATSK",0,near Gvardeysky,sub
795,30 Jun 2019,Beechcraft B300 King Air 350i,N534FF,EE Operations LLC,10,"Dallas-Addison Airport, TX (ADS/KADS)",w/o
796,1 Jul 2019,Boeing 737-85R,VT-SYK,SpiceJet,0,Mumbai-Chhatrapati Shivaji International Airport (BOM),sub
797,8 Jul 2019,Canadair CL-215-6B11 (CL-415),C-FAWQ,Gouvernement du Québec,0,"83 km NW of Roberval Airport, QC (YRJ)",sub
798,8 Jul 2019,Cessna 208B Grand Caravan,N9448B,Grant Aviation,0,"Bethel Airport, AK (BET)",w/o
799,8 Jul 2019,Airbus A320-214,5A-ONA,Afriqiyah Airways,0,Tripoli-Mitiga International Airport (MJI),min
800,9 Jul 2019,Antonov An-2,unreg.,Unknown,0,"near Raduga, Novoaleksandrovsk District",sub
801,9 Jul 2019,Boeing 737-8K2 (WL),PH-BXH,KLM Royal Dutch Airlines,0,Amsterdam-Schiphol International Airport (AMS/EHAM),min
802,9 Jul 2019,Airbus A320-214 (WL),OE-IVQ,easyJet Europe,0,Amsterdam-Schiphol International Airport (AMS/EHAM),min
803,10 Jul 2019,Airbus A380-861,A6-EEM,Emirates,0,Bay of Bengal,non
804,12 Jul 2019,ATR 42-500,SX-FOR,Sky Express,0,Naxos Island National Airport (JNX/LGNX),sub
805,12 Jul 2019,Cessna 525 CitationJet,N262BK,"Omicron Business Services, LLC",0,"Orlando Executive Airport, FL (ORL)",sub
806,13 Jul 2019,Beechcraft B200 Super King Air,,Unknown,0,"Graham Creek, Toledo",w/o
807,16 Jul 2019,Antonov An-2,RA-3098K,Unknown,0,"Novoshchedrinskaya, Chechnya",w/o
808,17 Jul 2019,Cessna 550 Citation II,N320JT,Avia Jet LLC,0,"Mesquite Municipal Airport, NV",w/o
809,19 Jul 2019,de Havilland Canada DHC-8-402Q Dash 8,C-FKWE,WestJet Encore,0,"Edmonton International Airport, AB (YEG)",sub
810,20 Jul 2019,ATR 42-500,AP-BHP,Pakistan International Airlines - PIA,0,Gilgit Airport (GIL),sub
811,22 Jul 2019,Boeing 767-322ER (WL),N663UA,United Airlines,0,"200 nm N of San Juan, Puerto Rico",non
812,23 Jul 2019,Boeing 757-324 (WL),N57852,United Airlines,0,"San Francisco International Airport, CA (SFO)",sub
813,23 Jul 2019,Boeing 737-36N (WL),5N-BQO,Air Peace,0,Lagos-Murtala Muhammed International Airport (LOS),sub
814,24 Jul 2019,Boeing 777-333ER,C-FNNQ,Air Canada,0,Paris-Charles de Gaulle Airport (CDG/LFPG),non
815,25 Jul 2019,Ilyushin Il-76TD,UR-CMC,Europe Air,1,Al Jufra Airbase,w/o
816,25 Jul 2019,Ilyushin Il-76TD,UR-CRP,Europe Air,0,Al Jufra Airbase,w/o
817,26 Jul 2019,Cessna 208 Caravan 675,C-GURL,Seair Seaplanes,4,"Addenbroke Island, BC",w/o
818,27 Jul 2019,Fairchild SA227-AC Metro III,N681TR,Sierra West Airlines,0,"El Paso International Airport, TX (ELP)",sub
819,30 Jul 2019,Avro RJ85,VH-NJW,Cobham Aviation Services,0,"Perth Airport, WA (PER)",sub
820,30 Jul 2019,Airbus A319-114,D-AILR,Lufthansa,0,Frankfurt International Airport (FRA/EDDF),sub
821,30 Jul 2019,unknown,,Fuerza Aérea de Guinea Ecuatorial,0,off Grand Batanga,w/o
822,30 Jul 2019,Beechcraft B300 King Air 350i,766,Pakistan Army Aviation Corps,5+14,"Mora Kalu, Rawalpindi",w/o
823,31 Jul 2019,Douglas DC-3C,N59314,Bush Air Fuel,0,"Drift River Airport (3AK5), AK",sub
824,31 Jul 2019,Bombardier CRJ-900ER,N947LR,"American Eagle, opb Mesa Airlines",0,"Dallas/Fort Worth International Airport, TX (DFW/KDFW)",sub
825,1 Aug 2019,Douglas C-118A Liftmaster (DC-6A),N451CE,Everts Air Cargo,0,"Candle 2 Airport, AK",sub
826,2 Aug 2019,Airbus A330-243,G-MLJL,Thomas Cook Airlines,0,near SUMRS waypoint,min
827,2 Aug 2019,Shijiazhuang Y-5B(D),B-50OC,Liaoning Star General Aviation,0,"Longmen Farm, Wudalianchi, Heilongjiang Province",sub
828,2 Aug 2019,Boeing 787-8 Dreamliner,C-GHPU,Air Canada,0,"Vancouver International Airport, BC (YVR/CYVR)",min
829,2 Aug 2019,Airbus A340-313,HB-JMF,Edelweiss Air,0,"Vancouver International Airport, BC (YVR/CYVR)",sub
830,4 Aug 2019,Antonov An-2,RT-15-305,DOSAAF Tajikistan,1,near Fakhrabad,w/o
831,5 Aug 2019,Airbus A320-232,N432UA,United Airlines,0,"San Francisco International Airport, CA (SFO)",sub
832,6 Aug 2019,Cessna 510 Citation Mustang,CC-ANR,private,1,"0,4 km N of Los Ángeles-María Dolores Airport (LSQ)",w/o
833,6 Aug 2019,Cessna 208B Supervan 900,C-FSKF,Alkan Air,2,"46 km ENE of Mayo Airport, YT (YMA)",w/o
834,6 Aug 2019,Cessna 208B Grand Caravan,5H-NOW,Tropical Air,0,Mafia Airport (MFA),w/o
835,6 Aug 2019,Ilyushin Il-76TD,UR-COZ,SkyAviatrans,0,Misrata International Airport (MRA),w/o
836,6 Aug 2019,Cessna 560XLS+ Citation XLS+,D-CAWM,Aerowest,0,Aarhus Airport (AAR/EKAH),w/o
837,7 Aug 2019,British Aerospace 3201 Jetstream 32,HK-4540,SARPA - Servicios Aéreos Panamericanos,0,Bahía Solano-José Celestino Mutis Airport (BSC),sub
838,7 Aug 2019,HS-125/BAe-125,,unknown,0,"Las Pilas, Champerico, Retalhuleu",w/o
839,8 Aug 2019,Airbus A320-232,N505JB,Jetblue Airways,0,"Charlottesville, Virginia",non
840,8 Aug 2019,Bombardier CL-600-2B16 Challenger 604,N237QS,Netjets,0,"Lubbock, Texas",non
841,8 Aug 2019,Airbus A321-211 (WL),N717FR,Frontier Airlines,0,"Orlando International Airport, FL (MCO)",sub
842,10 Aug 2019,Canadair CL-600-2B16 Challenger 601,N602TS,private,0,Nassau-Lynden Pindling International Airport (NAS),sub
843,12 Aug 2019,Boeing 787-9 Dreamliner,G-CKWB,Norwegian Air UK,0,London-Gatwick Airport (LGW),min
844,14 Aug 2019,de Havilland Canada DHC-6 Twin Otter 200,T-82,Fuerza Aérea Argentina - FAA,0,54 km from Base Marambio,sub
845,14 Aug 2019,Beechcraft Super King Air,XB-...,Unknown,0,"El Ramonal, Chetumal, Quintana Roo",w/o
846,15 Aug 2019,Boeing 787-8 Dreamliner,JA808A,All Nippon Airways - ANA,0,"Over Chengde, Hebei Province",non
847,15 Aug 2019,de Havilland Canada DHC-6 Twin Otter 300,N322AV,Berry Aviation,0,"San Marcos Regional Airport, TX",sub
848,15 Aug 2019,Cessna 680A Citation Latitude,N8JR,JRM Air LLC,0,"Elizabethton Municipal Airport, TN",w/o
849,15 Aug 2019,Airbus A321-211,VQ-BOZ,Ural Airlines,0,ca 5 km SE of Zhukovsky International Airport (ZIA),sub
850,16 Aug 2019,de Havilland Canada DHC-8-200,5Y-SLM,SafariLink,0,Kichwa Tembo Airstrip,sub
851,18 Aug 2019,Cessna 208B Grand Caravan EX,N879MA,Mokulele Airlines,0,"Kapalua Airport, HI (JHM)",sub
852,18 Aug 2019,Boeing 757-251 (WL),N543US,Delta Air Lines,0,"Ponta Delgada-João Paulo II Airport, Azores (PDL)",sub
853,21 Aug 2019,Airbus A340-642,G-VFIT,Virgin Atlantic Airways,0,over Black Sea,non
854,21 Aug 2019,Cessna 750 Citation X,1060,Fuerza Aérea Venezolana - FAV,0,Caracas/La Carlota-Gen. Francisco de Miranda Air Base (SVFM),w/o
855,21 Aug 2019,Cessna 208B Super Cargomaster,C-FEXE,Morningstar Air Express,0,"Vancouver International Airport, BC (YVR/CYVR)",sub
856,21 Aug 2019,Cessna 560XL Citation Excel,N91GY,Delta Private Jets,0,"Oroville Airport, CA (OVE)",w/o
857,22 Aug 2019,Airbus A380-861,A6-EOP,Emirates,0,Dubai Airport (DXB),sub
858,23 Aug 2019,Antonov An-2T,OK-TIR,Club Tiroler Adler,0,Gmunden Airfield,sub
859,25 Aug 2019,Lockheed C-130A Hercules,N119TG,International Air Response,0,"Santa Barbara Airport, CA (SBA)",sub
860,26 Aug 2019,McDonnell Douglas MD-88,N911DL,Delta Air Lines,0,"Chicago-O'Hare International Airport, IL (ORD/KORD)",non
861,27 Aug 2019,Airbus A320-251N,N328FR,Frontier Airlines,0,"near Denver, CO",non
862,27 Aug 2019,Airbus A330-343,B-5958,Air China,0,Beijing-Capital International Airport (PEK),sub
863,27 Aug 2019,Cessna 560XL Citation Excel,VT-AVV,Air Charter Services,0,Aligarh Airport,w/o
864,28 Aug 2019,Cessna 525 CitationJet CJ1+,D-ICEY,Lenox Handels und Speditions GmbH,0,Egelsbach Airfield (EDFE),sub
865,28 Aug 2019,Antonov An-2R,RA-40389,private,0,"Selektsionny, Lgovsky district, Kursk region",sub
866,30 Aug 2019,Antonov An-2R,RA-33061,private,2,Lake Syuryun-Kyuel area,w/o
867,31 Aug 2019,Cessna 510 Citation Mustang,N551WH,Star Jet LLC,0,"El Monte-San Gabriel Valley Airport, CA (EMT)",sub
868,1 Sep 2019,Airbus A330-202,5A-LAU,Libyan Airlines,0,Tripoli-Mitiga International Airport (MJI),min
869,1 Sep 2019,Beechcraft B300 King Air 350,RP-C2296,Lionair Inc.,9,"Pansol, Calamba, Laguna",w/o
870,2 Sep 2019,British Aerospace BAe-125-700A,XB-PTW,private,2,near Nueva Cajolá,w/o
871,5 Sep 2019,Cessna 560XLS+ Citation XLS+,OE-GES,Jet 24 GmbH,0,Milano-Malpensa Airport (MXP),sub
872,6 Sep 2019,Airbus A319-132,N515NK,Spirit Airlines,0,"Fort Myers, Florida",non
873,7 Sep 2019,ATR 72-600 (72-212A),HK-5041,"Regional Express Américas, opf Avianca",0,Manizales-La Nubia Airport (MZL),sub
874,9 Sep 2019,Airbus A319-112,D-AKNL,Eurowings,0,near Berlin,non
875,11 Sep 2019,Bombardier CRJ-701ER,N765SK,"Skywest Airlines, opf American Eagle",0,"Chicago-O'Hare International Airport, IL (ORD/KORD)",sub
876,11 Sep 2019,Bombardier CRJ-701ER,N710SK,"Skywest Airlines, opf American Eagle",0,"Chicago-O'Hare International Airport, IL (ORD/KORD)",sub
877,11 Sep 2019,British Aerospace BAe-125-700A,XB-SMV,private,0,"Chencoh, Hopelchén",unk
878,11 Sep 2019,Cessna 208 Supervan 900,D-FIDI,GoJump,1,near Gransee Airfield,w/o
879,11 Sep 2019,Convair CV-440,N24DR,Ferreteria e Implementos San Francisco,2,"1 km ENE of Toledo-Express Airport, OH (TOL)",w/o
880,16 Sep 2019,Cessna 208B Grand Caravan,PT-MHC,TwoFlex,0,"0,6 km W of Manaus-Eduardo Gomes International Airport, AM (MAO/SBEG)",w/o
881,18 Sep 2019,Britten-Norman BN-2A-21 Islander,V6-03FM,Caroline Islands Air,0,"Ta Island Airstrip, Caroline Islands",w/o
882,18 Sep 2019,Viking Air DHC-6 Twin Otter 400,PK-CDC,"Rimbun Air, opb Carpediem Aviation",4,"10 km from Kampung Mamontoga, Hoeya District, Mimika Regency",w/o
883,20 Sep 2019,Cessna 208B Grand Caravan,N895SF,private,0,"Pepperell Airport, MA",sub
884,23 Sep 2019,Britten-Norman BN-2A-27 Islander,VP-MNI,FlyMontserrat,0,Montserrat-John A. Osborne Airport (MNI),sub
885,23 Sep 2019,Cessna 208B Grand Caravan EX,5H-AAM,Auric Air,2,Seronera Airstrip (SEU),w/o
886,24 Sep 2019,Cessna 208B Grand Caravan,YVO134,Gobernación del Estado Bolívar,0,San Salvador de Paúl Airstrip,sub
887,24 Sep 2019,Cessna 208 Caravan,1917,Department of Royal Rainmaking and Agricultural Aviation,2,Village no.9 Lum Sum Sai Yok District Kanchanaburi Province,w/o
888,30 Sep 2019,Antonov An-12BK,UR-CKL,Cavok Air,0,Liverpool International Airport (LPL),sub
889,30 Sep 2019,Gulfstream American G-1159 Gulfstream II B,XB-PVO,private,0,"Blue Creek, Orange Walk",w/o
890,1 Oct 2019,Boeing 777-31HER,A6-EBU,Emirates,0,near Batam Island,non
891,2 Oct 2019,Boeing B-17G Flying Fortress,N93012,The Collings Foundation,7,"Windsor Locks-Bradley International Airport, CT (BDL)",w/o
892,4 Oct 2019,Antonov An-12BK,UR-CAH,Ukraine Air Alliance,5,"1,1 km SE of Lviv-Danylo Halytskyi International Airport (LWO)",sub
893,7 Oct 2019,Hawker 800XP,N86MN,Delta Private Jets,0,"Fort Myers-Southwest Florida International Airport, FL (RSW)",sub
894,7 Oct 2019,Honda HA-420 HondaJet,N166HJ,Pro by Air,0,"Charleston International Airport, SC (CHS)",sub
895,10 Oct 2019,Antonov An-72,EK-72903,Air Force of the Democratic Republic of the Congo,8,near Kole,w/o
896,11 Oct 2019,de Havilland Canada DHC-6 Twin Otter 100,N166DH,Skydive Georgia,0,"Cedartown-Polk County Airport, GA",sub
897,11 Oct 2019,Fokker 50,5Y-IZO,Silverstone Air Services,0,near Nairobi-Wilson Airport (WIL),w/o
898,12 Oct 2019,Embraer EMB-110P1 Bandeirante,C6-KMC,Pineapple Air,0,Nassau-Lynden Pindling International Airport (NAS/MYNN),min
899,12 Oct 2019,ATR 42-600,JA01JC,Japan Air Commuter,0,65 km north-northwest of Tanegashima Airport (TNE/RJFG),non
900,16 Oct 2019,Bombardier Global Express,N307KP,Elite Air Inc,0,"Augusta-Bush Field, GA (AGS/KAGS)",non
901,17 Oct 2019,Saab 2000,N686PA,PenAir - Peninsula Airways,1,"Unalaska-Tom Madsen Airport, AK (DUT)",sub
902,18 Oct 2019,Airbus CC-150 Polaris (A310-300),15001,Royal Canadian Air Force - RCAF,0,"Trenton Canadian Forces Base, ON (YTR)",sub
903,18 Oct 2019,Douglas DC-3C,N437GB,Atlantic Air Cargo,0,"4,6 km NW off Nassau-Lynden Pindling International Airport (NAS)",unk
904,22 Oct 2019,Canadair CL-600-2B19 Regional Jet CRJ-200LR,N8837B,"Delta Connection, opb Endeavor Air",0,"near Atlanta Hartsfield-Jackson International Airport, GA (ATL)",sub
905,22 Oct 2019,Basler BT-67 Turbo 67 (DC-3T),FAS116,Fuerza Aérea Salvadoreña,0,San Salvador/Ilopango International Airport (SAL),sub
906,25 Oct 2019,Rockwell Sabreliner 65,N465BC,private,0,"Sipacate, Escuintla",w/o
907,25 Oct 2019,Beechcraft 200 Super King Air,,private,0,"Palajuyú, Sipacate, Escuintla",sub
908,26 Oct 2019,de Havilland Canada DHC-3T/M601 Turbine Otter,C-GBTU,Blue Water Aviation Services,3,"Family Lake, Little Grand Rapids First Nation, MB",w/o
909,26 Oct 2019,Airbus A330-341,PK-GPE,Garuda Indonesia Airways,0,near Banda Aceh (BTJ),non
910,27 Oct 2019,Gulfstream American G-1159 Gulfstream II SP,(N530GA),private,0,"Vista Hermosa, Ixcán",w/o
911,27 Oct 2019,Let L-410UVP,YI-BYO,Abeer Air Services,0,Kolnyang County,w/o
912,29 Oct 2019,de Havilland Canada DHC-8-402Q Dash 8,N402QX,Horizon Air,0,"near Boise, ID",sub
913,31 Oct 2019,Cessna 208B Super Cargomaster,N926FE,"Corporate Air, opf FedEx",0,"Honolulu-Daniel K. Inouye International Airport, HI (HNL)",min
914,3 Nov 2019,Boeing 787-8 Dreamliner,N796AV,Avianca,0,near Barcelona,non
915,5 Nov 2019,Learjet 35A,XA-VBD,USMX AirLink,0,San Jose Cabo-Los Cabos Airport (SJD),sub
916,11 Nov 2019,Boeing 747-428ERF,TC-ACR,ACT Airlines,0,Istanbul-Atatürk Airport (ISL/LTBA),non
917,11 Nov 2019,British Aerospace BAe-125-700A,(N237DX),private,0,Petén,w/o
918,11 Nov 2019,Embraer EMB-145LR (ERJ-145LR),N619AE,"American Eagle, opb Envoy Air",0,"Chicago-O'Hare International Airport, IL (ORD/KORD)",sub
